------------------------------------------------------------
Loading the dataset...
------------------------------------------------------------

Neural Network
0.951,hls=(16, 16, 16),alpha=0.00390625,activation=identity,solver=adam,NeuralNetwork
0.953,hls=(16, 16, 16),alpha=0.0078125,activation=identity,solver=adam,NeuralNetwork
0.951,hls=(16, 16, 16),alpha=0.015625,activation=identity,solver=adam,NeuralNetwork
0.948,hls=(16, 16, 16),alpha=0.03125,activation=identity,solver=adam,NeuralNetwork
0.946,hls=(16, 16, 16),alpha=0.0625,activation=identity,solver=adam,NeuralNetwork
0.954,hls=(16, 16, 16),alpha=0.125,activation=identity,solver=adam,NeuralNetwork
0.950,hls=(16, 16, 16),alpha=0.25,activation=identity,solver=adam,NeuralNetwork
0.946,hls=(16, 16, 16),alpha=0.5,activation=identity,solver=adam,NeuralNetwork
0.950,hls=(16, 16, 16),alpha=1.0,activation=identity,solver=adam,NeuralNetwork
0.954,hls=(16, 16, 32),alpha=0.00390625,activation=identity,solver=adam,NeuralNetwork
0.957,hls=(16, 16, 32),alpha=0.0078125,activation=identity,solver=adam,NeuralNetwork
0.953,hls=(16, 16, 32),alpha=0.015625,activation=identity,solver=adam,NeuralNetwork
0.955,hls=(16, 16, 32),alpha=0.03125,activation=identity,solver=adam,NeuralNetwork
0.951,hls=(16, 16, 32),alpha=0.0625,activation=identity,solver=adam,NeuralNetwork
0.949,hls=(16, 16, 32),alpha=0.125,activation=identity,solver=adam,NeuralNetwork
0.950,hls=(16, 16, 32),alpha=0.25,activation=identity,solver=adam,NeuralNetwork
0.954,hls=(16, 16, 32),alpha=0.5,activation=identity,solver=adam,NeuralNetwork
0.957,hls=(16, 16, 32),alpha=1.0,activation=identity,solver=adam,NeuralNetwork
0.954,hls=(16, 16, 64),alpha=0.00390625,activation=identity,solver=adam,NeuralNetwork
0.955,hls=(16, 16, 64),alpha=0.0078125,activation=identity,solver=adam,NeuralNetwork
0.950,hls=(16, 16, 64),alpha=0.015625,activation=identity,solver=adam,NeuralNetwork
0.953,hls=(16, 16, 64),alpha=0.03125,activation=identity,solver=adam,NeuralNetwork
0.957,hls=(16, 16, 64),alpha=0.0625,activation=identity,solver=adam,NeuralNetwork
0.952,hls=(16, 16, 64),alpha=0.125,activation=identity,solver=adam,NeuralNetwork
